suite,model,method,policy,total_budget,allocated_tasks,verified_successes,success_rate,budget_used,oracle_successes,regret_to_oracle
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_b,94208,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_b,117760,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_b,141312,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_b,164864,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_b,188416,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_b,211968,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_b,235520,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,23552,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,47104,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,70656,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,94208,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,117760,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,141312,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,164864,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,188416,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,211968,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_b,235520,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,23552,11,6,0.545455,22528,59,53
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,47104,23,9,0.391304,47104,59,50
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,70656,34,12,0.352941,69632,59,47
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,94208,46,17,0.369565,94208,59,42
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,117760,57,23,0.403509,116736,59,36
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,141312,69,28,0.405797,141312,59,31
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,164864,80,36,0.450000,163840,59,23
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,188416,92,46,0.500000,188416,59,13
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,211968,103,52,0.504854,210944,59,7
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_b,235520,115,57,0.495652,235520,59,2
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,23552,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,47104,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,70656,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,94208,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,117760,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,141312,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,164864,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,188416,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,211968,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_b,235520,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,23552,96,48,0.500000,23552,59,11
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,47104,115,57,0.495652,47104,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,70656,115,57,0.495652,70656,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,94208,115,57,0.495652,94208,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,117760,115,56,0.486957,117760,59,3
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,141312,115,57,0.495652,141312,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,164864,115,57,0.495652,164864,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,188416,115,56,0.486957,188416,59,3
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,211968,115,56,0.486957,211968,59,3
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_raw,policy_a,235520,115,57,0.495652,235520,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,23552,115,53,0.460870,23552,59,6
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,47104,115,56,0.486957,47104,59,3
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,70656,115,57,0.495652,55808,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,94208,115,57,0.495652,55808,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,117760,115,57,0.495652,55808,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,141312,115,57,0.495652,55808,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,164864,115,57,0.495652,55808,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,188416,115,57,0.495652,55808,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,211968,115,57,0.495652,55808,59,2
paper_evalplus_humaneval_full,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,235520,115,57,0.495652,55808,59,2
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,23552,115,55,0.478261,23552,59,4
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,47104,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,70656,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,94208,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,117760,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,141312,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,164864,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,188416,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,211968,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,constant_by_budget_calibration,policy_a,235520,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,23552,115,55,0.478261,23552,59,4
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,47104,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,70656,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,94208,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,117760,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,141312,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,164864,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,188416,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,211968,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,source_by_budget_calibration,policy_a,235520,115,56,0.486957,29440,59,3
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,23552,115,53,0.460870,23424,59,6
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,47104,115,53,0.460870,46848,59,6
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,70656,115,53,0.460870,69888,59,6
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,94208,115,52,0.452174,83328,59,7
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,117760,115,52,0.452174,83328,59,7
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,141312,115,52,0.452174,83328,59,7
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,164864,115,52,0.452174,83328,59,7
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,188416,115,52,0.452174,83328,59,7
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,211968,115,52,0.452174,83328,59,7
paper_evalplus_humaneval_full,claude-3-haiku,prompt_length_bin_calibration,policy_a,235520,115,52,0.452174,83328,59,7
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,23552,115,33,0.286957,23488,59,26
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,47104,115,48,0.417391,46784,59,11
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,70656,115,57,0.495652,58880,59,2
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,94208,115,57,0.495652,58880,59,2
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,117760,115,57,0.495652,58880,59,2
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,141312,115,57,0.495652,58880,59,2
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,164864,115,57,0.495652,58880,59,2
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,188416,115,57,0.495652,58880,59,2
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,211968,115,57,0.495652,58880,59,2
paper_evalplus_humaneval_full,claude-3-haiku,single_budget_midpoint,policy_a,235520,115,57,0.495652,58880,59,2
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,23552,42,19,0.452381,23552,59,40
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,47104,77,34,0.441558,47104,59,25
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,70656,106,46,0.433962,70656,59,13
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,94208,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,117760,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,141312,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,164864,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,188416,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,211968,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,random_budget,policy_a,235520,115,50,0.434783,77568,59,9
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,23552,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,47104,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,70656,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,94208,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,117760,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,141312,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,164864,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,188416,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,211968,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,cheapest_budget,policy_a,235520,115,27,0.234783,7360,59,32
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,23552,11,6,0.545455,22528,59,53
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,47104,23,9,0.391304,47104,59,50
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,70656,34,12,0.352941,69632,59,47
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,94208,46,17,0.369565,94208,59,42
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,117760,57,23,0.403509,116736,59,36
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,141312,69,28,0.405797,141312,59,31
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,164864,80,36,0.450000,163840,59,23
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,188416,92,46,0.500000,188416,59,13
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,211968,103,52,0.504854,210944,59,7
paper_evalplus_humaneval_full,claude-3-haiku,max_budget,policy_a,235520,115,57,0.495652,235520,59,2
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,23552,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,47104,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,70656,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,94208,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,117760,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,141312,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,164864,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,188416,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,211968,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,claude-3-haiku,oracle,policy_a,235520,59,59,1.000000,9024,59,0
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,23552,92,75,0.815217,23552,103,28
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,47104,115,96,0.834783,47104,103,7
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,70656,115,96,0.834783,70656,103,7
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,94208,115,98,0.852174,94208,103,5
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,117760,115,98,0.852174,117760,103,5
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,141312,115,98,0.852174,141312,103,5
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,164864,115,97,0.843478,164864,103,6
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,188416,115,97,0.843478,188416,103,6
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,211968,115,97,0.843478,211968,103,6
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_raw,policy_b,235520,115,98,0.852174,235520,103,5
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,0,0,0,0.000000,0,0,0
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,23552,115,91,0.791304,23552,103,12
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,47104,115,93,0.808696,47104,103,10
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,70656,115,95,0.826087,60416,103,8
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,94208,115,95,0.826087,60416,103,8
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,117760,115,95,0.826087,60416,103,8
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,141312,115,95,0.826087,60416,103,8
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,164864,115,95,0.826087,60416,103,8
paper_evalplus_humaneval_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,188416,115,95,0.826087,60416,103,8
