suite,model,method,policy,total_budget,allocated_tasks,verified_successes,success_rate,budget_used,oracle_successes,regret_to_oracle
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_b,86016,60,4,0.066667,86016,11,7
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_b,129024,89,5,0.056180,129024,11,6
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_b,172032,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_b,215040,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_b,258048,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_b,301056,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_b,344064,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_b,387072,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_b,430080,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,43008,105,4,0.038095,43008,11,7
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,86016,105,9,0.085714,86016,11,2
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,129024,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,172032,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,215040,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,258048,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,301056,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,344064,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,387072,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_b,430080,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,43008,39,5,0.128205,43008,11,6
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,86016,62,6,0.096774,86016,11,5
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,129024,98,9,0.091837,129024,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,172032,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,215040,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,258048,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,301056,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,344064,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,387072,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_b,430080,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,43008,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,86016,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,129024,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,172032,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,215040,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,258048,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,301056,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,344064,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,387072,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_b,430080,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,43008,10,1,0.100000,40960,11,10
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,86016,21,2,0.095238,86016,11,9
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,129024,31,2,0.064516,126976,11,9
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,172032,42,3,0.071429,172032,11,8
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,215040,52,4,0.076923,212992,11,7
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,258048,63,7,0.111111,258048,11,4
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,301056,73,7,0.095890,299008,11,4
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,344064,84,8,0.095238,344064,11,3
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,387072,94,8,0.085106,385024,11,3
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_b,430080,105,9,0.085714,430080,11,2
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,43008,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,86016,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,129024,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,172032,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,215040,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,258048,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,301056,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,344064,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,387072,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_b,430080,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,43008,84,8,0.095238,43008,11,3
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,86016,105,9,0.085714,86016,11,2
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,129024,105,10,0.095238,129024,11,1
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,172032,105,9,0.085714,172032,11,2
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,215040,105,10,0.095238,215040,11,1
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,258048,105,9,0.085714,258048,11,2
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,301056,105,9,0.085714,301056,11,2
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,344064,105,10,0.095238,344064,11,1
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,387072,105,9,0.085714,387072,11,2
paper_bigcodebench_hard,claude-3-haiku,self_forecast_raw,policy_a,430080,105,9,0.085714,430080,11,2
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,43008,105,6,0.057143,42752,11,5
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,86016,105,9,0.085714,85760,11,2
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,129024,105,10,0.095238,128512,11,1
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,172032,105,9,0.085714,171520,11,2
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,215040,105,10,0.095238,207360,11,1
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,258048,105,10,0.095238,207360,11,1
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,301056,105,10,0.095238,207360,11,1
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,344064,105,10,0.095238,207360,11,1
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,387072,105,10,0.095238,207360,11,1
paper_bigcodebench_hard,claude-3-haiku,self_forecast_histogram_recalibrated,policy_a,430080,105,10,0.095238,207360,11,1
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,43008,105,9,0.085714,43008,11,2
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,86016,105,9,0.085714,86016,11,2
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,129024,105,9,0.085714,129024,11,2
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,172032,105,9,0.085714,172032,11,2
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,215040,105,10,0.095238,215040,11,1
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,258048,105,9,0.085714,258048,11,2
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,301056,105,9,0.085714,301056,11,2
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,344064,105,10,0.095238,344064,11,1
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,387072,105,9,0.085714,387072,11,2
paper_bigcodebench_hard,claude-3-haiku,constant_by_budget_calibration,policy_a,430080,105,9,0.085714,430080,11,2
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,43008,105,9,0.085714,43008,11,2
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,86016,105,9,0.085714,86016,11,2
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,129024,105,9,0.085714,129024,11,2
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,172032,105,9,0.085714,172032,11,2
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,215040,105,10,0.095238,215040,11,1
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,258048,105,9,0.085714,258048,11,2
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,301056,105,9,0.085714,301056,11,2
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,344064,105,10,0.095238,344064,11,1
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,387072,105,9,0.085714,387072,11,2
paper_bigcodebench_hard,claude-3-haiku,source_by_budget_calibration,policy_a,430080,105,9,0.085714,430080,11,2
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,43008,72,5,0.069444,43008,11,6
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,86016,72,5,0.069444,86016,11,6
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,129024,78,5,0.064103,129024,11,6
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,172032,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,215040,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,258048,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,301056,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,344064,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,387072,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,prompt_length_bin_calibration,policy_a,430080,105,6,0.057143,167040,11,5
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,43008,105,4,0.038095,43008,11,7
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,86016,105,9,0.085714,86016,11,2
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,129024,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,172032,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,215040,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,258048,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,301056,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,344064,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,387072,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,single_budget_midpoint,policy_a,430080,105,10,0.095238,107520,11,1
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,43008,39,5,0.128205,43008,11,6
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,86016,62,6,0.096774,86016,11,5
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,129024,98,9,0.091837,129024,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,172032,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,215040,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,258048,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,301056,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,344064,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,387072,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,random_budget,policy_a,430080,105,9,0.085714,147584,11,2
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,43008,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,86016,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,129024,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,172032,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,215040,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,258048,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,301056,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,344064,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,387072,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,cheapest_budget,policy_a,430080,105,1,0.009524,13440,11,10
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,43008,10,1,0.100000,40960,11,10
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,86016,21,2,0.095238,86016,11,9
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,129024,31,2,0.064516,126976,11,9
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,172032,42,3,0.071429,172032,11,8
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,215040,52,4,0.076923,212992,11,7
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,258048,63,7,0.111111,258048,11,4
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,301056,73,7,0.095890,299008,11,4
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,344064,84,8,0.095238,344064,11,3
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,387072,94,8,0.085106,385024,11,3
paper_bigcodebench_hard,claude-3-haiku,max_budget,policy_a,430080,105,9,0.085714,430080,11,2
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,43008,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,86016,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,129024,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,172032,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,215040,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,258048,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,301056,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,344064,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,387072,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,claude-3-haiku,oracle,policy_a,430080,11,11,1.000000,6272,11,0
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,43008,84,5,0.059524,43008,14,9
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,86016,105,7,0.066667,86016,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,129024,105,6,0.057143,129024,14,8
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,172032,105,7,0.066667,172032,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,215040,105,7,0.066667,215040,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,258048,105,7,0.066667,258048,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,301056,105,7,0.066667,301056,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,344064,105,7,0.066667,344064,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,387072,105,9,0.085714,387072,14,5
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_raw,policy_b,430080,105,9,0.085714,430080,14,5
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,43008,33,3,0.090909,43008,14,11
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,86016,65,5,0.076923,86016,14,9
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,129024,98,6,0.061224,129024,14,8
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,172032,105,7,0.066667,138752,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,215040,105,7,0.066667,138752,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,258048,105,7,0.066667,138752,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,301056,105,7,0.066667,138752,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,344064,105,7,0.066667,138752,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,387072,105,7,0.066667,138752,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,policy_b,430080,105,7,0.066667,138752,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,constant_by_budget_calibration,policy_b,0,0,0,0.000000,0,0,0
paper_bigcodebench_hard,DeepSeek-V3-0324,constant_by_budget_calibration,policy_b,43008,84,5,0.059524,43008,14,9
paper_bigcodebench_hard,DeepSeek-V3-0324,constant_by_budget_calibration,policy_b,86016,105,7,0.066667,53760,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,constant_by_budget_calibration,policy_b,129024,105,7,0.066667,53760,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,constant_by_budget_calibration,policy_b,172032,105,7,0.066667,53760,14,7
paper_bigcodebench_hard,DeepSeek-V3-0324,constant_by_budget_calibration,policy_b,215040,105,7,0.066667,53760,14,7
