suite,model,forecast_method,baseline_class,n_eval_tasks,brier,ece,regret,brier_low,brier_high,ece_low,ece_high,regret_low,regret_high,brier_ci,ece_ci,regret_ci,n_bootstrap,notes
paper_evalplus_humaneval_full,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,164,0.15578617525733576,0.13652528230436575,0.024390243902439025,,,,,,,0.156 [point],0.137 [point],0.024 [point],,metadata-only curve from prompt length
paper_evalplus_humaneval_full,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,164,0.14888211382113822,0.07977642276422767,0.24390243902439024,,,,,,,0.149 [point],0.080 [point],0.244 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_humaneval_full,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,164,0.1710975609756098,0.018495934959349633,0.024390243902439025,,,,,,,0.171 [point],0.018 [point],0.024 [point],,threshold curve at the middle budget
paper_evalplus_mbpp_full,claude-3-haiku,self_forecast,model_forecast_raw,378,0.2896007054673721,0.24425925925925934,0.005291005291005291,,,,,,,0.290 [point],0.244 [point],0.005 [point],,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,378,0.2183870116022519,0.0,0.10317460317460317,,,,,,,0.218 [point],0.000 [point],0.103 [point],,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,378,0.21715014763583318,0.1407940718285547,0.0026455026455026454,,,,,,,0.217 [point],0.141 [point],0.003 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,378,0.2780746619635509,0.21331569664903005,0.005291005291005291,,,,,,,0.278 [point],0.213 [point],0.005 [point],,metadata-only curve from prompt length
paper_evalplus_mbpp_full,claude-3-haiku,output_length_proxy,posthoc_diagnostic,378,0.2027116402116402,0.047619047619047596,0.005291005291005291,,,,,,,0.203 [point],0.048 [point],0.005 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,claude-3-haiku,single_budget,calibration_split_baseline,378,0.32888888888888895,0.2814814814814814,0.0026455026455026454,,,,,,,0.329 [point],0.281 [point],0.003 [point],,threshold curve at the middle budget
paper_evalplus_mbpp_full,claude-3-haiku,self_forecast,model_forecast_raw,378,0.2896007054673721,0.24425925925925934,0.005291005291005291,,,,,,,0.290 [point],0.244 [point],0.005 [point],,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,378,0.2183870116022519,0.0,0.10317460317460317,,,,,,,0.218 [point],0.000 [point],0.103 [point],,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,378,0.21715014763583318,0.1407940718285547,0.0026455026455026454,,,,,,,0.217 [point],0.141 [point],0.003 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,378,0.2780746619635509,0.21331569664903005,0.005291005291005291,,,,,,,0.278 [point],0.213 [point],0.005 [point],,metadata-only curve from prompt length
paper_evalplus_mbpp_full,claude-3-haiku,output_length_proxy,posthoc_diagnostic,378,0.2027116402116402,0.047619047619047596,0.005291005291005291,,,,,,,0.203 [point],0.048 [point],0.005 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,claude-3-haiku,single_budget,calibration_split_baseline,378,0.32888888888888895,0.2814814814814814,0.0026455026455026454,,,,,,,0.329 [point],0.281 [point],0.003 [point],,threshold curve at the middle budget
paper_evalplus_mbpp_full,DeepSeek-V3-0324,self_forecast,model_forecast_raw,378,0.2651529100529101,0.2402380952380953,0.015873015873015872,,,,,,,0.265 [point],0.240 [point],0.016 [point],,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,378,0.18035356562191732,0.0,0.15873015873015872,,,,,,,0.180 [point],0.000 [point],0.159 [point],,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,378,0.17761798553895874,5.551115123125783e-17,0.005291005291005291,,,,,,,0.178 [point],0.000 [point],0.005 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,378,0.26075151871448177,0.23447971781305119,0.015873015873015872,,,,,,,0.261 [point],0.234 [point],0.016 [point],,metadata-only curve from prompt length
paper_evalplus_mbpp_full,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,378,0.15729717813051147,0.06040564373897706,0.026455026455026454,,,,,,,0.157 [point],0.060 [point],0.026 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,DeepSeek-V3-0324,single_budget,calibration_split_baseline,378,0.32412698412698415,0.2735449735449735,0.018518518518518517,,,,,,,0.324 [point],0.274 [point],0.019 [point],,threshold curve at the middle budget
paper_evalplus_mbpp_full,DeepSeek-V3-0324,self_forecast,model_forecast_raw,378,0.2651529100529101,0.2402380952380953,0.015873015873015872,,,,,,,0.265 [point],0.240 [point],0.016 [point],,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,378,0.18035356562191732,0.0,0.15873015873015872,,,,,,,0.180 [point],0.000 [point],0.159 [point],,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,378,0.17761798553895874,5.551115123125783e-17,0.005291005291005291,,,,,,,0.178 [point],0.000 [point],0.005 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,378,0.26075151871448177,0.23447971781305119,0.015873015873015872,,,,,,,0.261 [point],0.234 [point],0.016 [point],,metadata-only curve from prompt length
paper_evalplus_mbpp_full,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,378,0.15729717813051147,0.06040564373897706,0.026455026455026454,,,,,,,0.157 [point],0.060 [point],0.026 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,DeepSeek-V3-0324,single_budget,calibration_split_baseline,378,0.32412698412698415,0.2735449735449735,0.018518518518518517,,,,,,,0.324 [point],0.274 [point],0.019 [point],,threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini-2.0-flash-001,self_forecast,model_forecast_raw,378,0.19825736331569666,0.14067460317460312,0.015873015873015872,,,,,,,0.198 [point],0.141 [point],0.016 [point],,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,378,0.23887459111602127,0.0,0.671957671957672,,,,,,,0.239 [point],0.000 [point],0.672 [point],,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,378,0.1795833362649424,0.0,0.007936507936507936,,,,,,,0.180 [point],0.000 [point],0.008 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,378,0.19886635312561238,0.12654320987654322,0.015873015873015872,,,,,,,0.199 [point],0.127 [point],0.016 [point],,metadata-only curve from prompt length
paper_evalplus_mbpp_full,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,378,0.16457231040564374,0.04585537918871251,0.1349206349206349,,,,,,,0.165 [point],0.046 [point],0.135 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,gemini-2.0-flash-001,single_budget,calibration_split_baseline,378,0.24423280423280427,0.14038800705467366,0.007936507936507936,,,,,,,0.244 [point],0.140 [point],0.008 [point],,threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini-2.0-flash-001,self_forecast,model_forecast_raw,378,0.19825736331569666,0.14067460317460312,0.015873015873015872,,,,,,,0.198 [point],0.141 [point],0.016 [point],,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,378,0.23887459111602127,0.0,0.671957671957672,,,,,,,0.239 [point],0.000 [point],0.672 [point],,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,378,0.1795833362649424,0.0,0.007936507936507936,,,,,,,0.180 [point],0.000 [point],0.008 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,378,0.19886635312561238,0.12654320987654322,0.015873015873015872,,,,,,,0.199 [point],0.127 [point],0.016 [point],,metadata-only curve from prompt length
paper_evalplus_mbpp_full,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,378,0.16457231040564374,0.04585537918871251,0.1349206349206349,,,,,,,0.165 [point],0.046 [point],0.135 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,gemini-2.0-flash-001,single_budget,calibration_split_baseline,378,0.24423280423280427,0.14038800705467366,0.007936507936507936,,,,,,,0.244 [point],0.140 [point],0.008 [point],,threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,378,0.2822256613756614,0.24216049382716046,0.021164021164021163,,,,,,,0.282 [point],0.242 [point],0.021 [point],,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,378,0.22780296872748879,0.0,0.47354497354497355,,,,,,,0.228 [point],0.000 [point],0.474 [point],,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,378,0.20052440623189732,9.25185853854297e-17,0.031746031746031744,,,,,,,0.201 [point],0.000 [point],0.032 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,378,0.23249363119733496,0.15423280423280428,0.021164021164021163,,,,,,,0.232 [point],0.154 [point],0.021 [point],,metadata-only curve from prompt length
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,378,0.17118606701940034,0.032627865961199265,0.06878306878306878,,,,,,,0.171 [point],0.033 [point],0.069 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,378,0.2855026455026456,0.20917107583774242,0.021164021164021163,,,,,,,0.286 [point],0.209 [point],0.021 [point],,threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,378,0.2822256613756614,0.24216049382716046,0.021164021164021163,,,,,,,0.282 [point],0.242 [point],0.021 [point],,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,378,0.22780296872748879,0.0,0.47354497354497355,,,,,,,0.228 [point],0.000 [point],0.474 [point],,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,378,0.20052440623189732,9.25185853854297e-17,0.031746031746031744,,,,,,,0.201 [point],0.000 [point],0.032 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,378,0.23249363119733496,0.15423280423280428,0.021164021164021163,,,,,,,0.232 [point],0.154 [point],0.021 [point],,metadata-only curve from prompt length
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,378,0.17118606701940034,0.032627865961199265,0.06878306878306878,,,,,,,0.171 [point],0.033 [point],0.069 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,378,0.2855026455026456,0.20917107583774242,0.021164021164021163,,,,,,,0.286 [point],0.209 [point],0.021 [point],,threshold curve at the middle budget
paper_math_core,claude-3-haiku,self_forecast,model_forecast_raw,999,0.26347877877877873,0.2661161161161161,0.026026026026026026,,,,,,,0.263 [point],0.266 [point],0.026 [point],,model-provided pre-execution probability curve
paper_math_core,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,1000,0.22111504032561088,0.0,0.499,,,,,,,0.221 [point],0.000 [point],0.499 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,1000,0.18437843352974628,0.0960960960960961,0.016,,,,,,,0.184 [point],0.096 [point],0.016 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,1000,0.26190240248698127,0.23794468496009252,0.026,,,,,,,0.262 [point],0.238 [point],0.026 [point],,metadata-only curve from prompt length
paper_math_core,claude-3-haiku,output_length_proxy,posthoc_diagnostic,1000,0.2428,0.2548,0.116,,,,,,,0.243 [point],0.255 [point],0.116 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,claude-3-haiku,single_budget,calibration_split_baseline,1000,0.24676000000000003,0.2305999999999999,0.109,,,,,,,0.247 [point],0.231 [point],0.109 [point],,threshold curve at the middle budget
paper_math_core,claude-3-haiku,self_forecast,model_forecast_raw,500,0.17004072,0.13752800000000004,0.018,,,,,,,0.170 [point],0.138 [point],0.018 [point],,model-provided pre-execution probability curve
paper_math_core,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,500,0.24881641439191002,0.0,0.746,,,,,,,0.249 [point],0.000 [point],0.746 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,500,0.14570222609547753,2.4980018054066023e-17,0.014,,,,,,,0.146 [point],0.000 [point],0.014 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,500,0.16534560476722582,0.12801063074499924,0.018,,,,,,,0.165 [point],0.128 [point],0.018 [point],,metadata-only curve from prompt length
paper_math_core,claude-3-haiku,output_length_proxy,posthoc_diagnostic,500,0.1573,0.0924,0.168,,,,,,,0.157 [point],0.092 [point],0.168 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,claude-3-haiku,single_budget,calibration_split_baseline,500,0.15904000000000004,0.09840000000000002,0.174,,,,,,,0.159 [point],0.098 [point],0.174 [point],,threshold curve at the middle budget
paper_math_core,claude-3-haiku,self_forecast,model_forecast_raw,499,0.3571040881763527,0.3949619238476954,0.03406813627254509,,,,,,,0.357 [point],0.395 [point],0.034 [point],,model-provided pre-execution probability curve
paper_math_core,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,500,0.15875987132581795,0.0,0.252,,,,,,,0.159 [point],0.000 [point],0.252 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,500,0.15144437170935057,4.0245584642661923e-17,0.014,,,,,,,0.151 [point],0.000 [point],0.014 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,500,0.35845920020673677,0.43771090177742433,0.034,,,,,,,0.358 [point],0.438 [point],0.034 [point],,metadata-only curve from prompt length
paper_math_core,claude-3-haiku,output_length_proxy,posthoc_diagnostic,500,0.3283,0.4172,0.064,,,,,,,0.328 [point],0.417 [point],0.064 [point],,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,claude-3-haiku,single_budget,calibration_split_baseline,500,0.33448000000000006,0.3628,0.044,,,,,,,0.334 [point],0.363 [point],0.044 [point],,threshold curve at the middle budget
paper_math_core,DeepSeek-V3-0324,self_forecast,model_forecast_raw,1000,0.15774322500000001,0.12089299999999997,0.014,,,,,,,0.158 [point],0.121 [point],0.014 [point],,model-provided pre-execution probability curve
paper_math_core,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,1000,0.24722798393989587,0.0,0.771,,,,,,,0.247 [point],0.000 [point],0.771 [point],,leave-one-task-out empirical success rate applied at every budget
paper_math_core,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,1000,0.1766362181908366,4.163336342344337e-18,0.08,,,,,,,0.177 [point],0.000 [point],0.080 [point],,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,1000,0.2002435667225174,0.1213784237732857,0.014,,,,,,,0.200 [point],0.121 [point],0.014 [point],,metadata-only curve from prompt length
