suite,model,forecast_method,baseline_class,n_eval_tasks,brier,ece,regret,brier_low,brier_high,ece_low,ece_high,regret_low,regret_high,brier_ci,ece_ci,regret_ci,n_bootstrap,notes
paper_evalplus_humaneval_full,gemini-2.0-flash-001,self_forecast_histogram_recalibrated,model_forecast_recalibrated,115,0.132263464678638,0.05436380816101154,0.017391304347826087,0.10844156272108339,0.1599923405094956,0.02622606132860152,0.10269812802388828,0.0,0.043478260869565216,"0.132 [0.108, 0.160]","0.054 [0.026, 0.103]","0.017 [0.000, 0.043]",1000,histogram recalibration fit only on calibration tasks
paper_evalplus_humaneval_full,gemini-2.0-flash-001,constant_by_budget_calibration,calibration_split_baseline,115,0.14081330846446832,0.05448092280390417,0.017391304347826087,0.11442762375580222,0.16976997808883978,0.015729074238390955,0.10234324164448388,0.0,0.043478260869565216,"0.141 [0.114, 0.170]","0.054 [0.016, 0.102]","0.017 [0.000, 0.043]",1000,empirical success by budget fit on calibration tasks
paper_evalplus_humaneval_full,gemini-2.0-flash-001,source_by_budget_calibration,calibration_split_baseline,115,0.14081330846446832,0.05448092280390417,0.017391304347826087,0.11238902570788743,0.16807077666914144,0.01668663117420888,0.1008880508725229,0.0,0.043478260869565216,"0.141 [0.112, 0.168]","0.054 [0.017, 0.101]","0.017 [0.000, 0.043]",1000,source and budget prior fit on calibration tasks with global fallback
paper_evalplus_humaneval_full,gemini-2.0-flash-001,prompt_length_bin_calibration,calibration_split_baseline,115,0.13259578438770814,0.06969088127653346,0.017391304347826087,0.10551551066707539,0.16372420827305365,0.03697272390572395,0.11606902704582053,0.0,0.043478260869565216,"0.133 [0.106, 0.164]","0.070 [0.037, 0.116]","0.017 [0.000, 0.043]",1000,prompt-length quantile-bin prior fit on calibration tasks
paper_evalplus_humaneval_full,gemini-2.0-flash-001,single_budget_midpoint,calibration_split_baseline,115,0.17130434782608703,0.01884057971014487,0.017391304347826087,0.15302173913043482,0.19045652173913047,0.00869565217391298,0.060869565217391425,0.0,0.043478260869565216,"0.171 [0.153, 0.190]","0.019 [0.009, 0.061]","0.017 [0.000, 0.043]",1000,pre-execution threshold curve at the middle budget
paper_evalplus_humaneval_full,gemini-2.0-flash-lite-001,self_forecast_raw,model_forecast_raw,115,0.16180956521739132,0.10457971014492749,0.02608695652173913,0.14442372101449275,0.17861956884057972,0.08763623188405792,0.1389434782608696,0.0,0.05217391304347826,"0.162 [0.144, 0.179]","0.105 [0.088, 0.139]","0.026 [0.000, 0.052]",1000,raw model pre-execution forecast on heldout evaluation tasks
paper_evalplus_humaneval_full,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,model_forecast_recalibrated,115,0.1413802943000783,0.022078728857230997,0.02608695652173913,0.11864289684626231,0.16345348256553482,0.018738148090985042,0.07109614539135166,0.0,0.06086956521739131,"0.141 [0.119, 0.163]","0.022 [0.019, 0.071]","0.026 [0.000, 0.061]",1000,histogram recalibration fit only on calibration tasks
paper_evalplus_humaneval_full,gemini-2.0-flash-lite-001,constant_by_budget_calibration,calibration_split_baseline,115,0.14190403756888734,0.019964507542147278,0.017391304347826087,0.11821282195220592,0.16418442798592373,0.013457556935817763,0.06923986986098782,0.0,0.043478260869565216,"0.142 [0.118, 0.164]","0.020 [0.013, 0.069]","0.017 [0.000, 0.043]",1000,empirical success by budget fit on calibration tasks
paper_evalplus_humaneval_full,gemini-2.0-flash-lite-001,source_by_budget_calibration,calibration_split_baseline,115,0.14190403756888734,0.019964507542147278,0.017391304347826087,0.1172656169832618,0.1660692253831435,0.013093019816622305,0.07358769594794437,0.0,0.043478260869565216,"0.142 [0.117, 0.166]","0.020 [0.013, 0.074]","0.017 [0.000, 0.043]",1000,source and budget prior fit on calibration tasks with global fallback
paper_evalplus_humaneval_full,gemini-2.0-flash-lite-001,prompt_length_bin_calibration,calibration_split_baseline,115,0.1418781550445636,0.09520667837798275,0.02608695652173913,0.11721824500914478,0.1698035111573986,0.06481496277997373,0.14251514525691697,0.0,0.06086956521739131,"0.142 [0.117, 0.170]","0.095 [0.065, 0.143]","0.026 [0.000, 0.061]",1000,prompt-length quantile-bin prior fit on calibration tasks
paper_evalplus_humaneval_full,gemini-2.0-flash-lite-001,single_budget_midpoint,calibration_split_baseline,115,0.17130434782608697,0.018840579710144842,0.017391304347826087,0.1539130434782609,0.1904347826086957,0.007246376811594138,0.062318840579710266,0.0,0.043478260869565216,"0.171 [0.154, 0.190]","0.019 [0.007, 0.062]","0.017 [0.000, 0.043]",1000,pre-execution threshold curve at the middle budget
paper_evalplus_mbpp_full,claude-3-haiku,self_forecast_raw,model_forecast_raw,262,0.28074605597964375,0.2428371501272264,0.007633587786259542,0.26270488231552164,0.29936880566157764,0.2326259541984733,0.25242000636132317,0.0,0.019083969465648856,"0.281 [0.263, 0.299]","0.243 [0.233, 0.252]","0.008 [0.000, 0.019]",1000,raw model pre-execution forecast on heldout evaluation tasks
paper_evalplus_mbpp_full,claude-3-haiku,self_forecast_histogram_recalibrated,model_forecast_recalibrated,262,0.21279984258250195,0.08383761270737863,0.03435114503816794,0.19968072151325097,0.22761387829727703,0.04259023177779932,0.1296394504672055,0.015267175572519083,0.05725190839694656,"0.213 [0.200, 0.228]","0.084 [0.043, 0.130]","0.034 [0.015, 0.057]",1000,histogram recalibration fit only on calibration tasks
paper_evalplus_mbpp_full,claude-3-haiku,constant_by_budget_calibration,calibration_split_baseline,262,0.2125944176174613,0.06803325436518394,0.003816793893129771,0.19835739252313828,0.22663347394807468,0.024870031587259873,0.12084813986136715,0.0,0.011450381679389313,"0.213 [0.198, 0.227]","0.068 [0.025, 0.121]","0.004 [0.000, 0.011]",1000,empirical success by budget fit on calibration tasks
paper_evalplus_mbpp_full,claude-3-haiku,source_by_budget_calibration,calibration_split_baseline,262,0.2125944176174613,0.06803325436518394,0.003816793893129771,0.19912596100607238,0.22749965583804568,0.02228272791085363,0.11828770729139255,0.0,0.011450381679389313,"0.213 [0.199, 0.227]","0.068 [0.022, 0.118]","0.004 [0.000, 0.011]",1000,source and budget prior fit on calibration tasks with global fallback
paper_evalplus_mbpp_full,claude-3-haiku,prompt_length_bin_calibration,calibration_split_baseline,262,0.22119508787270173,0.07656679640748673,0.061068702290076333,0.20642118331483042,0.2367010916193123,0.05702527683070335,0.13542162749298486,0.03435114503816794,0.0916030534351145,"0.221 [0.206, 0.237]","0.077 [0.057, 0.135]","0.061 [0.034, 0.092]",1000,prompt-length quantile-bin prior fit on calibration tasks
paper_evalplus_mbpp_full,claude-3-haiku,single_budget_midpoint,calibration_split_baseline,262,0.3274045801526718,0.27900763358778624,0.003816793893129771,0.3224427480916031,0.33161259541984744,0.27073791348600507,0.2866412213740458,0.0,0.015267175572519083,"0.327 [0.322, 0.332]","0.279 [0.271, 0.287]","0.004 [0.000, 0.015]",1000,pre-execution threshold curve at the middle budget
paper_evalplus_mbpp_full,DeepSeek-V3-0324,self_forecast_raw,model_forecast_raw,262,0.2619247455470738,0.23317430025445302,0.011450381679389313,0.24608632474554706,0.27802819179389315,0.22198393765903315,0.2514158715012723,0.0,0.026717557251908396,"0.262 [0.246, 0.278]","0.233 [0.222, 0.251]","0.011 [0.000, 0.027]",1000,raw model pre-execution forecast on heldout evaluation tasks
paper_evalplus_mbpp_full,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,model_forecast_recalibrated,262,0.18057467462593482,0.030502916553700923,0.003816793893129771,0.15553731806547766,0.20810698656662596,0.01630910533985318,0.0743268553890099,0.0,0.01154580152671747,"0.181 [0.156, 0.208]","0.031 [0.016, 0.074]","0.004 [0.000, 0.012]",1000,histogram recalibration fit only on calibration tasks
paper_evalplus_mbpp_full,DeepSeek-V3-0324,constant_by_budget_calibration,calibration_split_baseline,262,0.1794546470184229,0.01712073352636656,0.003816793893129771,0.15429040423523432,0.20543132947871942,0.007578748793542089,0.06483065719048861,0.0,0.015267175572519083,"0.179 [0.154, 0.205]","0.017 [0.008, 0.065]","0.004 [0.000, 0.015]",1000,empirical success by budget fit on calibration tasks
paper_evalplus_mbpp_full,DeepSeek-V3-0324,source_by_budget_calibration,calibration_split_baseline,262,0.1794546470184229,0.01712073352636656,0.003816793893129771,0.15291202615328295,0.20599781627349,0.007118101254716251,0.06421042818285506,0.0,0.011450381679389313,"0.179 [0.153, 0.206]","0.017 [0.007, 0.064]","0.004 [0.000, 0.011]",1000,source and budget prior fit on calibration tasks with global fallback
paper_evalplus_mbpp_full,DeepSeek-V3-0324,prompt_length_bin_calibration,calibration_split_baseline,262,0.18917810621176562,0.08077844492049599,0.019083969465648856,0.16181701571347892,0.21804013958517363,0.0450537393516982,0.12263640135171824,0.003816793893129771,0.03816793893129771,"0.189 [0.162, 0.218]","0.081 [0.045, 0.123]","0.019 [0.004, 0.038]",1000,prompt-length quantile-bin prior fit on calibration tasks
paper_evalplus_mbpp_full,DeepSeek-V3-0324,single_budget_midpoint,calibration_split_baseline,262,0.3220610687022901,0.27010178117048345,0.015267175572519083,0.3163358778625955,0.3274141221374047,0.26183206106870227,0.3053594147582698,0.003816793893129771,0.030534351145038167,"0.322 [0.316, 0.327]","0.270 [0.262, 0.305]","0.015 [0.004, 0.031]",1000,pre-execution threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini-2.0-flash-001,self_forecast_raw,model_forecast_raw,262,0.19978918575063614,0.1401526717557252,0.015267175572519083,0.18433483619592878,0.21568536577608138,0.1291342239185751,0.15930709287531805,0.003816793893129771,0.030534351145038167,"0.200 [0.184, 0.216]","0.140 [0.129, 0.159]","0.015 [0.004, 0.031]",1000,raw model pre-execution forecast on heldout evaluation tasks
paper_evalplus_mbpp_full,gemini-2.0-flash-001,self_forecast_histogram_recalibrated,model_forecast_recalibrated,262,0.17480090866682843,0.036951663815821774,0.015267175572519083,0.1593049141570164,0.19167691911331183,0.02321772099600495,0.06442877330661247,0.003816793893129771,0.030534351145038167,"0.175 [0.159, 0.192]","0.037 [0.023, 0.064]","0.015 [0.004, 0.031]",1000,histogram recalibration fit only on calibration tasks
paper_evalplus_mbpp_full,gemini-2.0-flash-001,constant_by_budget_calibration,calibration_split_baseline,262,0.18242484032398118,0.0195775204001053,0.007633587786259542,0.16477792666249136,0.19951513820938963,0.011206348161796952,0.05575151355619897,0.0,0.019083969465648856,"0.182 [0.165, 0.200]","0.020 [0.011, 0.056]","0.008 [0.000, 0.019]",1000,empirical success by budget fit on calibration tasks
paper_evalplus_mbpp_full,gemini-2.0-flash-001,source_by_budget_calibration,calibration_split_baseline,262,0.18242484032398118,0.0195775204001053,0.007633587786259542,0.16357777530687143,0.20079206415481388,0.01057734491532855,0.059031433710625615,0.0,0.019083969465648856,"0.182 [0.164, 0.201]","0.020 [0.011, 0.059]","0.008 [0.000, 0.019]",1000,source and budget prior fit on calibration tasks with global fallback
paper_evalplus_mbpp_full,gemini-2.0-flash-001,prompt_length_bin_calibration,calibration_split_baseline,262,0.18764980401853795,0.0828787013849078,0.026717557251908396,0.17109776729962928,0.20629178291556302,0.05408394061968844,0.1168234104046607,0.007633587786259542,0.04580152671755725,"0.188 [0.171, 0.206]","0.083 [0.054, 0.117]","0.027 [0.008, 0.046]",1000,prompt-length quantile-bin prior fit on calibration tasks
paper_evalplus_mbpp_full,gemini-2.0-flash-001,single_budget_midpoint,calibration_split_baseline,262,0.24648854961832065,0.14414758269720102,0.007633587786259542,0.23732824427480922,0.2560305343511451,0.13078880407124677,0.1619592875318066,0.0,0.019083969465648856,"0.246 [0.237, 0.256]","0.144 [0.131, 0.162]","0.008 [0.000, 0.019]",1000,pre-execution threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_raw,model_forecast_raw,262,0.28063059796437656,0.24361959287531806,0.026717557251908396,0.26807196246819337,0.2936312659033079,0.2250784033078881,0.26377369592875316,0.007633587786259542,0.04580152671755725,"0.281 [0.268, 0.294]","0.244 [0.225, 0.264]","0.027 [0.008, 0.046]",1000,raw model pre-execution forecast on heldout evaluation tasks
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,model_forecast_recalibrated,262,0.19541030817700145,0.024924231286322727,0.026717557251908396,0.17975245870138315,0.21389958468040413,0.01083044163485338,0.07174465389245002,0.007633587786259542,0.04580152671755725,"0.195 [0.180, 0.214]","0.025 [0.011, 0.072]","0.027 [0.008, 0.046]",1000,histogram recalibration fit only on calibration tasks
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,constant_by_budget_calibration,calibration_split_baseline,262,0.20435968101103436,0.02971176625427755,0.019083969465648856,0.1840338825553004,0.2242591062983907,0.008653593050802738,0.07614942528735644,0.003816793893129771,0.03816793893129771,"0.204 [0.184, 0.224]","0.030 [0.009, 0.076]","0.019 [0.004, 0.038]",1000,empirical success by budget fit on calibration tasks
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,source_by_budget_calibration,calibration_split_baseline,262,0.20435968101103436,0.02971176625427755,0.019083969465648856,0.18447286869200302,0.22546501574824587,0.008653593050802755,0.0774655611125736,0.003816793893129771,0.03816793893129771,"0.204 [0.184, 0.225]","0.030 [0.009, 0.077]","0.019 [0.004, 0.038]",1000,source and budget prior fit on calibration tasks with global fallback
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,prompt_length_bin_calibration,calibration_split_baseline,262,0.21123365415733325,0.06027195285077793,0.04580152671755725,0.19118116497930454,0.23085672894877973,0.04196692614830681,0.10215506290921159,0.022900763358778626,0.07251908396946564,"0.211 [0.191, 0.231]","0.060 [0.042, 0.102]","0.046 [0.023, 0.073]",1000,prompt-length quantile-bin prior fit on calibration tasks
paper_evalplus_mbpp_full,gemini-2.0-flash-lite-001,single_budget_midpoint,calibration_split_baseline,262,0.2861832061068703,0.21030534351145036,0.022900763358778626,0.2766412213740459,0.29534351145038173,0.19503816793893125,0.22557251908396947,0.007633587786259542,0.04198473282442748,"0.286 [0.277, 0.295]","0.210 [0.195, 0.226]","0.023 [0.008, 0.042]",1000,pre-execution threshold curve at the middle budget
paper_math_core,claude-3-haiku,self_forecast_raw,model_forecast_raw,709,0.2646403949224259,0.26129196050775744,0.02538787023977433,0.2514965994358251,0.2776334971791255,0.2368995063469676,0.28362616361071935,0.014104372355430184,0.0380818053596615,"0.265 [0.251, 0.278]","0.261 [0.237, 0.284]","0.025 [0.014, 0.038]",1000,raw model pre-execution forecast on heldout evaluation tasks
paper_math_core,claude-3-haiku,self_forecast_histogram_recalibrated,model_forecast_recalibrated,709,0.17975444193315704,0.03485558558398834,0.022566995768688293,0.17383305062867158,0.1858449205777349,0.02423567245560294,0.054778628087682156,0.011283497884344146,0.03385049365303244,"0.180 [0.174, 0.186]","0.035 [0.024, 0.055]","0.023 [0.011, 0.034]",1000,histogram recalibration fit only on calibration tasks
paper_math_core,claude-3-haiku,constant_by_budget_calibration,calibration_split_baseline,709,0.18792790697860695,0.01970705567069186,0.018335684062059238,0.18156495531996472,0.19349377945258353,0.01422059159814442,0.04048027673278657,0.009873060648801129,0.029619181946403384,"0.188 [0.182, 0.193]","0.020 [0.014, 0.040]","0.018 [0.010, 0.030]",1000,empirical success by budget fit on calibration tasks
paper_math_core,claude-3-haiku,source_by_budget_calibration,calibration_split_baseline,709,0.15344794020249777,0.026566392629965106,0.01692524682651622,0.14139117998673087,0.16669527838802692,0.013615513074899981,0.051020500378296064,0.00846262341325811,0.02679830747531735,"0.153 [0.141, 0.167]","0.027 [0.014, 0.051]","0.017 [0.008, 0.027]",1000,source and budget prior fit on calibration tasks with global fallback
paper_math_core,claude-3-haiku,prompt_length_bin_calibration,calibration_split_baseline,709,0.18775881295777874,0.05303852847899044,0.031029619181946404,0.1814402057073956,0.1944937873281328,0.035365336283872145,0.07439798066488836,0.019746121297602257,0.04375881523272211,"0.188 [0.181, 0.194]","0.053 [0.035, 0.074]","0.031 [0.020, 0.044]",1000,prompt-length quantile-bin prior fit on calibration tasks
paper_math_core,claude-3-haiku,single_budget_midpoint,calibration_split_baseline,709,0.24868829337094503,0.2260084626234132,0.10860366713681241,0.2376826516220029,0.2601974612129761,0.20090267983074753,0.24971086036671364,0.08603667136812412,0.12976022566995768,"0.249 [0.238, 0.260]","0.226 [0.201, 0.250]","0.109 [0.086, 0.130]",1000,pre-execution threshold curve at the middle budget
paper_math_core,DeepSeek-V3-0324,self_forecast_raw,model_forecast_raw,709,0.1572395275035261,0.1208533145275035,0.015514809590973202,0.14764421720733428,0.16701847108603665,0.1051473554301834,0.13936272919605078,0.007052186177715092,0.02538787023977433,"0.157 [0.148, 0.167]","0.121 [0.105, 0.139]","0.016 [0.007, 0.025]",1000,raw model pre-execution forecast on heldout evaluation tasks
paper_math_core,DeepSeek-V3-0324,self_forecast_histogram_recalibrated,model_forecast_recalibrated,709,0.13455400064620998,0.017345311944688583,0.014104372355430184,0.12738390383311915,0.141662229654005,0.012724531174593254,0.030792053177472065,0.005641748942172073,0.023977433004231313,"0.135 [0.127, 0.142]","0.017 [0.013, 0.031]","0.014 [0.006, 0.024]",1000,histogram recalibration fit only on calibration tasks
paper_math_core,DeepSeek-V3-0324,constant_by_budget_calibration,calibration_split_baseline,709,0.1772243738906774,0.02288048190275909,0.08039492242595205,0.17032101391301532,0.18361126201976266,0.01608223647371235,0.03765052458950192,0.062023977433004265,0.10296191819464035,"0.177 [0.170, 0.184]","0.023 [0.016, 0.038]","0.080 [0.062, 0.103]",1000,empirical success by budget fit on calibration tasks
paper_math_core,DeepSeek-V3-0324,source_by_budget_calibration,calibration_split_baseline,709,0.12380421514220397,0.02446233198516713,0.015514809590973202,0.11607908322741647,0.13113972195615944,0.01813013993885887,0.041205781916646776,0.007052186177715092,0.02538787023977433,"0.124 [0.116, 0.131]","0.024 [0.018, 0.041]","0.016 [0.007, 0.025]",1000,source and budget prior fit on calibration tasks with global fallback
paper_math_core,DeepSeek-V3-0324,prompt_length_bin_calibration,calibration_split_baseline,709,0.17598913060694468,0.025520063917708738,0.06205923836389281,0.16842409577147063,0.1834934328746705,0.016379750673629203,0.04629153730157329,0.045133991537376586,0.08039492242595205,"0.176 [0.168, 0.183]","0.026 [0.016, 0.046]","0.062 [0.045, 0.080]",1000,prompt-length quantile-bin prior fit on calibration tasks
paper_math_core,DeepSeek-V3-0324,single_budget_midpoint,calibration_split_baseline,709,0.17100141043723555,0.11289139633286312,0.2849083215796897,0.16236953455571232,0.18065303244005643,0.0942736248236953,0.13123413258110014,0.2538787023977433,0.3159732016925247,"0.171 [0.162, 0.181]","0.113 [0.094, 0.131]","0.285 [0.254, 0.316]",1000,pre-execution threshold curve at the middle budget
paper_math_core,gemini-2.0-flash-001,self_forecast_raw,model_forecast_raw,709,0.1365075035260931,0.054406205923836395,0.007052186177715092,0.12597508533145277,0.14608181593794076,0.04425133991537374,0.06936889985895628,0.0014104372355430183,0.014104372355430184,"0.137 [0.126, 0.146]","0.054 [0.044, 0.069]","0.007 [0.001, 0.014]",1000,raw model pre-execution forecast on heldout evaluation tasks
paper_math_core,gemini-2.0-flash-001,self_forecast_histogram_recalibrated,model_forecast_recalibrated,709,0.1336739659227602,0.03262076134758276,0.007052186177715092,0.12377469398492359,0.14465368739227677,0.023067566150243055,0.04917090796124491,0.0014104372355430183,0.014104372355430184,"0.134 [0.124, 0.145]","0.033 [0.023, 0.049]","0.007 [0.001, 0.014]",1000,histogram recalibration fit only on calibration tasks
paper_math_core,gemini-2.0-flash-001,constant_by_budget_calibration,calibration_split_baseline,709,0.17719556599022523,0.027159966937330287,0.029619181946403384,0.167518142681485,0.18688874753873436,0.01695076222382956,0.04665681446999912,0.018335684062059238,0.045133991537376586,"0.177 [0.168, 0.187]","0.027 [0.017, 0.047]","0.030 [0.018, 0.045]",1000,empirical success by budget fit on calibration tasks
paper_math_core,gemini-2.0-flash-001,source_by_budget_calibration,calibration_split_baseline,709,0.14003789203463124,0.02295903593879467,0.005641748942172073,0.1317489701020063,0.14925492639094745,0.019502582688050427,0.04179946971829958,0.0,0.011283497884344146,"0.140 [0.132, 0.149]","0.023 [0.020, 0.042]","0.006 [0.000, 0.011]",1000,source and budget prior fit on calibration tasks with global fallback
paper_math_core,gemini-2.0-flash-001,prompt_length_bin_calibration,calibration_split_baseline,709,0.17613199264729756,0.02914586052797877,0.02679830747531735,0.16711837264396898,0.18576374066037116,0.02000623088938445,0.0512202365056474,0.015514809590973202,0.0380818053596615,"0.176 [0.167, 0.186]","0.029 [0.020, 0.051]","0.027 [0.016, 0.038]",1000,prompt-length quantile-bin prior fit on calibration tasks
paper_math_core,gemini-2.0-flash-001,single_budget_midpoint,calibration_split_baseline,709,0.15847672778561359,0.0344710860366713,0.20451339915373765,0.1500141043723555,0.1681241184767278,0.01641748942172069,0.0533779971791255,0.17489421720733428,0.23413258110014104,"0.158 [0.150, 0.168]","0.034 [0.016, 0.053]","0.205 [0.175, 0.234]",1000,pre-execution threshold curve at the middle budget
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_raw,model_forecast_raw,709,0.17629706629055006,0.12394640338504939,0.014104372355430184,0.16788928420310298,0.18447043229901272,0.10827447108603662,0.14136389280677017,0.005641748942172073,0.023977433004231313,"0.176 [0.168, 0.184]","0.124 [0.108, 0.141]","0.014 [0.006, 0.024]",1000,raw model pre-execution forecast on heldout evaluation tasks
paper_math_core,gemini-2.0-flash-lite-001,self_forecast_histogram_recalibrated,model_forecast_recalibrated,709,0.15589023892713108,0.03668675219522248,0.019746121297602257,0.14674071196086594,0.1654895950088759,0.024652735771130026,0.05148633286669287,0.009873060648801129,0.031029619181946404,"0.156 [0.147, 0.165]","0.037 [0.025, 0.051]","0.020 [0.010, 0.031]",1000,histogram recalibration fit only on calibration tasks
paper_math_core,gemini-2.0-flash-lite-001,constant_by_budget_calibration,calibration_split_baseline,709,0.18739746073980776,0.02953131111097385,0.028208744710860368,0.17811075462991435,0.19647747144225855,0.019473031945694715,0.0486222569579234,0.01692524682651622,0.04231311706629055,"0.187 [0.178, 0.196]","0.030 [0.019, 0.049]","0.028 [0.017, 0.042]",1000,empirical success by budget fit on calibration tasks
paper_math_core,gemini-2.0-flash-lite-001,source_by_budget_calibration,calibration_split_baseline,709,0.15517620878628485,0.031541486470077304,0.014104372355430184,0.146748227674039,0.16360231519228244,0.02344524047487838,0.04855955260984266,0.005641748942172073,0.022602256699576835,"0.155 [0.147, 0.164]","0.032 [0.023, 0.049]","0.014 [0.006, 0.023]",1000,source and budget prior fit on calibration tasks with global fallback
