suite,model,method,policy,total_budget,allocated_tasks,verified_successes,success_rate,budget_used,oracle_successes,regret_to_oracle
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_b,7168,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_b,8192,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_b,9216,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_b,10240,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,1024,4,1,0.250000,1280,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,2048,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,3072,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,4096,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,5120,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,6144,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,7168,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,8192,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,9216,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_b,10240,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_b,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,random_budget,policy_b,1024,3,0,0.000000,1024,1,1
paper_canitedit_descriptive,mock-model,random_budget,policy_b,2048,4,0,0.000000,2048,1,1
paper_canitedit_descriptive,mock-model,random_budget,policy_b,3072,4,1,0.250000,3072,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_b,4096,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_b,5120,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_b,6144,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_b,7168,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_b,8192,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_b,9216,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_b,10240,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,1024,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,2048,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,3072,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,4096,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,5120,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,6144,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,7168,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,8192,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,9216,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_b,10240,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,max_budget,policy_b,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,max_budget,policy_b,1024,0,0,0.000000,0,1,1
paper_canitedit_descriptive,mock-model,max_budget,policy_b,2048,1,1,1.000000,2048,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_b,3072,1,1,1.000000,2048,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_b,4096,2,1,0.500000,4096,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_b,5120,2,1,0.500000,4096,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_b,6144,3,1,0.333333,6144,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_b,7168,3,1,0.333333,6144,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_b,8192,4,1,0.250000,8192,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_b,9216,4,1,0.250000,8192,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_b,10240,5,1,0.200000,10240,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,1024,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,2048,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,3072,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,4096,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,5120,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,6144,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,7168,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,8192,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,9216,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_b,10240,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,1024,5,0,0.000000,1024,1,1
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,2048,5,1,0.200000,2048,1,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,3072,5,1,0.200000,3072,1,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,4096,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,5120,5,1,0.200000,5120,1,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,6144,5,1,0.200000,6144,1,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,7168,5,1,0.200000,7168,1,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,8192,5,1,0.200000,8192,1,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,9216,5,1,0.200000,9216,1,0
paper_canitedit_descriptive,mock-model,self_forecast_raw,policy_a,10240,5,1,0.200000,10240,1,0
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,1024,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,2048,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,3072,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,4096,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,5120,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,6144,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,7168,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,8192,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,9216,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,self_forecast_histogram_recalibrated,policy_a,10240,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,1024,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,2048,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,3072,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,4096,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,5120,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,6144,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,7168,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,8192,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,9216,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,constant_by_budget_calibration,policy_a,10240,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,1024,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,2048,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,3072,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,4096,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,5120,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,6144,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,7168,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,8192,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,9216,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,source_by_budget_calibration,policy_a,10240,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,1024,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,2048,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,3072,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,4096,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,5120,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,6144,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,7168,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,8192,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,9216,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,prompt_length_bin_calibration,policy_a,10240,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,1024,2,1,0.500000,1024,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,2048,4,1,0.250000,2048,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,3072,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,4096,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,5120,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,6144,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,7168,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,8192,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,9216,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,single_budget_midpoint,policy_a,10240,5,1,0.200000,2560,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,random_budget,policy_a,1024,3,0,0.000000,1024,1,1
paper_canitedit_descriptive,mock-model,random_budget,policy_a,2048,4,0,0.000000,2048,1,1
paper_canitedit_descriptive,mock-model,random_budget,policy_a,3072,4,1,0.250000,3072,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_a,4096,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_a,5120,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_a,6144,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_a,7168,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_a,8192,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_a,9216,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,random_budget,policy_a,10240,5,1,0.200000,4096,1,0
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,1024,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,2048,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,3072,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,4096,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,5120,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,6144,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,7168,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,8192,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,9216,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,cheapest_budget,policy_a,10240,5,0,0.000000,640,1,1
paper_canitedit_descriptive,mock-model,max_budget,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,max_budget,policy_a,1024,0,0,0.000000,0,1,1
paper_canitedit_descriptive,mock-model,max_budget,policy_a,2048,1,1,1.000000,2048,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_a,3072,1,1,1.000000,2048,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_a,4096,2,1,0.500000,4096,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_a,5120,2,1,0.500000,4096,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_a,6144,3,1,0.333333,6144,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_a,7168,3,1,0.333333,6144,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_a,8192,4,1,0.250000,8192,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_a,9216,4,1,0.250000,8192,1,0
paper_canitedit_descriptive,mock-model,max_budget,policy_a,10240,5,1,0.200000,10240,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,0,0,0,0.000000,0,0,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,1024,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,2048,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,3072,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,4096,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,5120,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,6144,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,7168,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,8192,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,9216,1,1,1.000000,512,1,0
paper_canitedit_descriptive,mock-model,oracle,policy_a,10240,1,1,1.000000,512,1,0
