suite,run_id,model,track,source,budget,success_rate,bootstrap_mean,ci_low,ci_high,confidence,n_tasks,n_bootstrap
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,1024,0.8841463414634146,0.8839939024390244,0.8353658536585366,0.9329268292682927,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,2048,0.8536585365853658,0.8538475609756098,0.7987804878048781,0.9085365853658537,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_humaneval,64,0.32926829268292684,0.32979268292682923,0.25609756097560976,0.40259146341463403,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_humaneval,128,0.7682926829268293,0.7677439024390244,0.7073170731707317,0.8294207317073169,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_humaneval,256,0.8353658536585366,0.8355914634146341,0.774390243902439,0.8902439024390244,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_humaneval,512,0.8597560975609756,0.8585182926829268,0.8048780487804879,0.9085365853658537,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_humaneval,1024,0.8841463414634146,0.8846707317073171,0.8292682926829268,0.9329268292682927,0.95,164,1000
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_humaneval,2048,0.8536585365853658,0.8535670731707317,0.7987804878048781,0.9085365853658537,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,64,0.018292682926829267,0.017939024390243904,0.0,0.036585365853658534,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,128,0.10365853658536585,0.1045548780487805,0.054878048780487805,0.1524390243902439,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,256,0.5792682926829268,0.5778414634146342,0.49390243902439024,0.6524390243902439,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,512,0.8048780487804879,0.8052073170731707,0.7439024390243902,0.8658536585365854,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,1024,0.7926829268292683,0.7947682926829268,0.7378048780487805,0.8536585365853658,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,2048,0.774390243902439,0.7739512195121951,0.7073170731707317,0.8292682926829268,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_humaneval,64,0.018292682926829267,0.018225609756097563,0.0,0.042682926829268296,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_humaneval,128,0.10365853658536585,0.10404268292682929,0.06097560975609756,0.1524390243902439,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_humaneval,256,0.5792682926829268,0.5787073170731708,0.5060975609756098,0.6524390243902439,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_humaneval,512,0.8048780487804879,0.8049024390243903,0.7439024390243902,0.8597560975609756,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_humaneval,1024,0.7926829268292683,0.7931951219512196,0.725609756097561,0.8597560975609756,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_humaneval,2048,0.774390243902439,0.7731158536585367,0.7073170731707317,0.8353658536585366,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,64,0.06707317073170732,0.06764634146341462,0.03048780487804878,0.10975609756097561,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,128,0.27439024390243905,0.2733475609756098,0.20121951219512196,0.34146341463414637,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,256,0.6280487804878049,0.6292926829268293,0.5548780487804879,0.7012195121951219,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,512,0.7560975609756098,0.7573231707317073,0.6890243902439024,0.823170731707317,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,1024,0.7682926829268293,0.7682378048780488,0.7073170731707317,0.8292682926829268,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,2048,0.774390243902439,0.7757865853658537,0.7073170731707317,0.8353658536585366,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_humaneval,64,0.06707317073170732,0.06757926829268295,0.03048780487804878,0.10975609756097561,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_humaneval,128,0.27439024390243905,0.2746341463414634,0.2073170731707317,0.34146341463414637,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_humaneval,256,0.6280487804878049,0.6263719512195122,0.5487804878048781,0.7012195121951219,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_humaneval,512,0.7560975609756098,0.7556280487804878,0.6829268292682927,0.8170731707317073,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_humaneval,1024,0.7682926829268293,0.7693353658536585,0.7012195121951219,0.8292682926829268,0.95,164,1000
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_humaneval,2048,0.774390243902439,0.7739512195121951,0.7071646341463416,0.8414634146341463,0.95,164,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,all,all,64,0.5767195767195767,0.5766428571428571,0.5264550264550265,0.6270502645502645,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,all,all,128,0.6481481481481481,0.6482460317460318,0.6031746031746031,0.6957671957671958,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,all,all,256,0.6613756613756614,0.6623492063492062,0.6137566137566137,0.7063492063492064,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,all,all,512,0.656084656084656,0.656952380952381,0.6084656084656085,0.7063492063492064,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,all,all,1024,0.6666666666666666,0.666436507936508,0.6190476190476191,0.7116402116402116,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,all,all,2048,0.6640211640211641,0.6636349206349206,0.6137566137566137,0.7142857142857143,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,coding,evalplus_mbpp,64,0.5767195767195767,0.5764312169312169,0.5264550264550265,0.626984126984127,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,coding,evalplus_mbpp,128,0.6481481481481481,0.6483624338624339,0.6005291005291006,0.6957671957671958,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,coding,evalplus_mbpp,256,0.6613756613756614,0.6624312169312169,0.6163359788359789,0.7116402116402116,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,coding,evalplus_mbpp,512,0.656084656084656,0.6568412698412699,0.6110449735449737,0.7063492063492064,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,coding,evalplus_mbpp,1024,0.6666666666666666,0.6672566137566138,0.6164021164021164,0.7142857142857143,0.95,378,1000
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,coding,evalplus_mbpp,2048,0.6640211640211641,0.6634074074074074,0.6164021164021164,0.708994708994709,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,64,0.010582010582010581,0.010812169312169311,0.0026455026455026454,0.023809523809523808,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,128,0.010582010582010581,0.010597883597883596,0.0026455026455026454,0.02123015873015867,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,256,0.015873015873015872,0.01605026455026455,0.005291005291005291,0.0291005291005291,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,512,0.013227513227513227,0.013084656084656086,0.0026455026455026454,0.026455026455026454,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,1024,0.015873015873015872,0.016013227513227514,0.005291005291005291,0.0291005291005291,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,all,all,2048,0.010582010582010581,0.010584656084656084,0.0026455026455026454,0.021164021164021163,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_mbpp,64,0.010582010582010581,0.010685185185185185,0.0026455026455026454,0.02123015873015867,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_mbpp,128,0.010582010582010581,0.010706349206349206,0.0026455026455026454,0.02123015873015867,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_mbpp,256,0.015873015873015872,0.01594973544973545,0.005291005291005291,0.0291005291005291,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_mbpp,512,0.013227513227513227,0.013399470899470899,0.0026455026455026454,0.026455026455026454,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_mbpp,1024,0.015873015873015872,0.01601058201058201,0.005291005291005291,0.0291005291005291,0.95,378,1000
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,coding,evalplus_mbpp,2048,0.010582010582010581,0.01057142857142857,0.0026455026455026454,0.021164021164021163,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,64,0.010582010582010581,0.01085978835978836,0.0026455026455026454,0.021164021164021163,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,128,0.05555555555555555,0.056034391534391534,0.03439153439153439,0.082010582010582,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,256,0.0873015873015873,0.08742328042328042,0.0582010582010582,0.1164021164021164,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,512,0.082010582010582,0.08266666666666665,0.05555555555555555,0.1111111111111111,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,1024,0.082010582010582,0.08183333333333331,0.05555555555555555,0.1111111111111111,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,2048,0.09523809523809523,0.095021164021164,0.06613756613756613,0.12433862433862433,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_mbpp,64,0.010582010582010581,0.010444444444444445,0.0,0.02123015873015867,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_mbpp,128,0.05555555555555555,0.055674603174603175,0.03439153439153439,0.07936507936507936,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_mbpp,256,0.0873015873015873,0.08660052910052912,0.06084656084656084,0.11375661375661375,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_mbpp,512,0.082010582010582,0.08238359788359788,0.05555555555555555,0.1111111111111111,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_mbpp,1024,0.082010582010582,0.08139153439153438,0.05555555555555555,0.1111111111111111,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,coding,evalplus_mbpp,2048,0.09523809523809523,0.09588624338624338,0.06878306878306878,0.12698412698412698,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,64,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,128,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,256,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,512,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,1024,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,2048,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_mbpp,64,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_mbpp,128,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_mbpp,256,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_mbpp,512,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_mbpp,1024,0.0,0.0,0.0,0.0,0.95,378,1000
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,coding,evalplus_mbpp,2048,0.0,0.0,0.0,0.0,0.95,378,1000
paper_math_core,claude_3_haiku,claude-3-haiku,all,all,64,0.018,0.017728,0.008,0.03,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,all,all,128,0.046,0.04576100000000001,0.034,0.059,0.95,1000,1000
paper_math_core,claude_3_haiku,claude-3-haiku,all,all,256,0.383,0.38339300000000004,0.352975,0.413,0.95,1000,1000
paper_math_core,claude_3_haiku,claude-3-haiku,all,all,512,0.534,0.5336170000000001,0.503,0.5650249999999999,0.95,1000,1000
paper_math_core,claude_3_haiku,claude-3-haiku,all,all,1024,0.531,0.531152,0.499,0.561,0.95,1000,1000
paper_math_core,claude_3_haiku,claude-3-haiku,all,all,2048,0.252,0.251582,0.214,0.29,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,gsm8k,64,0.018,0.017990000000000003,0.008,0.03,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,gsm8k,128,0.056,0.05644000000000001,0.038,0.07404999999999995,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,gsm8k,256,0.568,0.568258,0.524,0.612,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,gsm8k,512,0.804,0.803662,0.768,0.836,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,gsm8k,1024,0.806,0.8063100000000001,0.77,0.84,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,hendrycks_math,128,0.036,0.035906,0.02,0.054,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,hendrycks_math,256,0.198,0.197474,0.16395000000000004,0.232,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,hendrycks_math,512,0.264,0.26379,0.226,0.3,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,hendrycks_math,1024,0.256,0.256404,0.22,0.294,0.95,500,1000
paper_math_core,claude_3_haiku,claude-3-haiku,math,hendrycks_math,2048,0.252,0.25244800000000006,0.214,0.288,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,all,all,64,0.026,0.025762000000000004,0.012,0.04,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,all,all,128,0.036,0.036006,0.025,0.047,0.95,1000,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,all,all,256,0.439,0.439496,0.409,0.47,0.95,1000,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,all,all,512,0.654,0.654931,0.624,0.684,0.95,1000,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,all,all,1024,0.744,0.7447360000000001,0.718975,0.773,0.95,1000,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,all,all,2048,0.68,0.678684,0.636,0.72,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,gsm8k,64,0.026,0.026446000000000004,0.012,0.04,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,gsm8k,128,0.068,0.068066,0.04795000000000005,0.09,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,gsm8k,256,0.72,0.7208859999999999,0.6839500000000001,0.764,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,gsm8k,512,0.952,0.9517,0.934,0.97,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,gsm8k,1024,0.952,0.9522679999999999,0.934,0.97,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,hendrycks_math,128,0.004,0.003978000000000001,0.0,0.01,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,hendrycks_math,256,0.158,0.15774000000000002,0.12595000000000003,0.192,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,hendrycks_math,512,0.356,0.355638,0.312,0.398,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,hendrycks_math,1024,0.536,0.53462,0.49,0.58,0.95,500,1000
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math,hendrycks_math,2048,0.68,0.6802079999999999,0.642,0.72,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,64,0.068,0.06787800000000001,0.046,0.09204999999999995,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,128,0.147,0.14707299999999998,0.126,0.167,0.95,1000,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,256,0.463,0.462993,0.432,0.493,0.95,1000,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,512,0.738,0.7381960000000001,0.711,0.765,0.95,1000,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,1024,0.848,0.8480440000000001,0.826,0.8700249999999999,0.95,1000,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,all,all,2048,0.786,0.785412,0.748,0.82,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,gsm8k,64,0.068,0.067608,0.046,0.092,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,gsm8k,128,0.266,0.26561599999999996,0.228,0.30604999999999993,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,gsm8k,256,0.746,0.746114,0.704,0.78405,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,gsm8k,512,0.952,0.9517779999999999,0.932,0.97,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,gsm8k,1024,0.952,0.9521959999999999,0.932,0.97,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,hendrycks_math,128,0.028,0.027908000000000006,0.014,0.044,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,hendrycks_math,256,0.18,0.18037599999999998,0.146,0.214,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,hendrycks_math,512,0.524,0.525206,0.48195000000000005,0.572,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,hendrycks_math,1024,0.744,0.7437560000000001,0.708,0.78005,0.95,500,1000
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math,hendrycks_math,2048,0.786,0.785716,0.74795,0.822,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,64,0.106,0.10627600000000002,0.08,0.134,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,128,0.174,0.173608,0.151,0.198,0.95,1000,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,256,0.491,0.49165699999999996,0.460975,0.520025,0.95,1000,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,512,0.722,0.721837,0.696,0.749,0.95,1000,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,1024,0.833,0.8330179999999999,0.808,0.8550249999999999,0.95,1000,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,all,all,2048,0.766,0.7657780000000001,0.728,0.802,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,gsm8k,64,0.106,0.10632600000000002,0.082,0.136,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,gsm8k,128,0.31,0.310262,0.266,0.35,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,gsm8k,256,0.774,0.7742619999999999,0.736,0.81,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,gsm8k,512,0.93,0.92971,0.906,0.95,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,gsm8k,1024,0.936,0.9358139999999999,0.912,0.956,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,hendrycks_math,128,0.038,0.038356,0.023950000000000048,0.056,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,hendrycks_math,256,0.208,0.207794,0.17,0.24404999999999996,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,hendrycks_math,512,0.514,0.51522,0.47195000000000004,0.55805,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,hendrycks_math,1024,0.73,0.7301300000000001,0.692,0.76605,0.95,500,1000
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math,hendrycks_math,2048,0.766,0.7662899999999999,0.72795,0.804,0.95,500,1000
